,Boat,Trip Details,Dock Totals,Date
5,"Producer  H&M Landing  San Diego, CA",27 AnglersOvernight,"24 Yellowtail, 54 Dorado",2021-10-07
6,"Ranger 85  H&M Landing  San Diego, CA",28 Anglers3.5 Day,"32 Bluefin Tuna, 29 Dorado, 5 Yellowfin Tuna",2021-10-07
0,"Southern Cal  Oceanside Sea Center  Oceanside, CA",16 Anglers1/2 Day AMLocal,"2 Sculpin, 1 Sheephead, 4 Whitefish, 70 Rockfish",2021-10-07
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",9 Anglers1/2 Day AM,"3 Barred Sand Bass, 2 Sculpin, 23 Sheephead, 6 Calico Bass, 26 Whitefish, 19 Rockfish",2021-10-07
1,"El Capitan  Point Loma Sportfishing  San Diego, CA",18 Anglers1.5 Day,18 Bluefin Tuna (up to 100 pounds),2021-10-07
2,"Mission Belle  Point Loma Sportfishing  San Diego, CA",21 AnglersFull Day,"45 Yellowtail, 4 Dorado",2021-10-07
0,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",5 AnglersFull Day,"10 Dorado, 1 Skipjack Tuna",2021-10-07
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",19 Anglers1/2 Day AM,"12 Whitefish, 49 Rockfish, 16 Vermilion Rockfish",2021-10-07
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",15 Anglers1/2 Day PM,"1 Sand Bass, 2 Sculpin, 8 Sheephead, 15 Calico Bass, 67 Rockfish, 3 Vermilion Rockfish",2021-10-07
3,"Pride  Seaforth Sportfishing  San Diego, CA",16 AnglersOvernight,"32 Dorado, 67 Skipjack Tuna, 13 Yellowfin Tuna",2021-10-07
4,"Tribute  Seaforth Sportfishing  San Diego, CA",33 Anglers1.5 Day,22 Bluefin Tuna,2021-10-07
5,"Voyager  Seaforth Sportfishing  San Diego, CA",8 Anglers1.5 Day,7 Bluefin Tuna,2021-10-07
6,"Voyager  Seaforth Sportfishing  San Diego, CA",14 AnglersFull Day,"1 Yellowtail, 13 Dorado, 1 Skipjack Tuna, 1 Yellowfin Tuna",2021-10-07
0,"Condor  Fisherman's Landing  San Diego, CA",30 Anglers1.5 Day,"5 Bluefin Tuna, 1 Yellowtail",2021-10-08
1,"Dolphin  Fisherman's Landing  San Diego, CA",11 Anglers3/4 Day,"4 Sand Bass, 11 Sculpin, 19 Sheephead, 11 Calico Bass, 64 Rockfish",2021-10-08
2,"Intrigue  Fisherman's Landing  San Diego, CA",5 AnglersFull Day,"1 Bluefin Tuna, 10 Dorado",2021-10-08
3,"Mustang  Fisherman's Landing  San Diego, CA",18 Anglers2.5 Day,2 Bluefin Tuna,2021-10-08
4,"Outrider  Fisherman's Landing  San Diego, CA",6 Anglers1.5 Day,12 Bluefin Tuna,2021-10-08
5,"Pacific Dawn  Fisherman's Landing  San Diego, CA",19 Anglers2.5 Day,19 Bluefin Tuna,2021-10-08
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"8 Lobster, 19 Lobster Released",2021-10-08
1,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"11 Lobster, 13 Lobster Released",2021-10-08
2,"Legend  H&M Landing  San Diego, CA",29 Anglers1.5 Day,"145 Yellowtail, 58 Dorado",2021-10-08
3,"Malihini  H&M Landing  San Diego, CA",24 AnglersFull Day,"1 Yellowtail, 7 Skipjack Tuna, 1 Yellowfin Tuna",2021-10-08
4,"Old Glory  H&M Landing  San Diego, CA",17 AnglersOvernight,34 Dorado,2021-10-08
5,"Premier  H&M Landing  San Diego, CA",21 Anglers1/2 Day AM,"1 Halibut, 8 Sculpin, 1 Sheephead, 13 Calico Bass, 1 Lingcod, 30 Rockfish",2021-10-08
6,"Premier  H&M Landing  San Diego, CA",27 Anglers1/2 Day PM,"3 Sand Bass, 6 Sculpin, 1 Sheephead, 45 Rockfish",2021-10-08
7,"Producer  H&M Landing  San Diego, CA",27 AnglersOvernight,"54 Dorado, 5 Skipjack Tuna",2021-10-08
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",7 Anglers3/4 DayLocal,"2 Sculpin, 15 Sheephead, 32 Whitefish, 70 Rockfish",2021-10-08
1,"Southern Cal  Oceanside Sea Center  Oceanside, CA",10 Anglers1/2 Day AMLocal,"6 Sculpin, 5 Whitefish, 45 Rockfish",2021-10-08
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",14 Anglers1/2 Day AM,"1 Barred Sand Bass, 12 Sheephead, 16 Calico Bass, 18 Rockfish",2021-10-08
1,"Mission Belle  Point Loma Sportfishing  San Diego, CA",23 AnglersFull Day,32 Dorado,2021-10-08
2,"New Lo-An  Point Loma Sportfishing  San Diego, CA",12 Anglers2 Day,"19 Bluefin Tuna (up to 200 pounds), 44 Yellowtail (up to 25 pounds)",2021-10-08
0,"Endeavor (Ventura)  Seaforth Sportfishing  San Diego, CA",17 Anglers2 Day,2 Bluefin Tuna,2021-10-08
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",31 Anglers1/2 Day PM,"10 Sculpin, 7 Sheephead, 8 Calico Bass, 1 Lingcod, 31 Whitefish, 33 Rockfish, 5 Vermilion Rockfish",2021-10-08
2,"Pacifica  Seaforth Sportfishing  San Diego, CA",26 Anglers2.5 Day,"29 Bluefin Tuna, 2 Yellowtail, 52 Dorado, 2 Yellowfin Tuna",2021-10-08
3,"San Diego  Seaforth Sportfishing  San Diego, CA",30 AnglersFull Day,"6 Bluefin Tuna, 36 Yellowtail, 18 Dorado",2021-10-08
4,"Sea Watch  Seaforth Sportfishing  San Diego, CA",19 AnglersFull Day,14 Dorado,2021-10-08
5,"Tribute  Seaforth Sportfishing  San Diego, CA",20 AnglersOvernight,"5 Yellowtail, 40 Dorado",2021-10-08
0,"Cobalt  Fisherman's Landing  San Diego, CA",4 AnglersFull Day,"7 Yellowtail, 1 Skipjack Tuna, 4 Yellowfin Tuna",2021-10-09
1,"Dolphin  Fisherman's Landing  San Diego, CA",12 Anglers1/2 Day PM,"2 Sheephead, 2 Calico Bass, 1 Lingcod, 18 Rockfish, 24 Calico Bass Released",2021-10-09
2,"Dolphin  Fisherman's Landing  San Diego, CA",45 Anglers1/2 Day AM,"8 Sculpin, 6 Sheephead, 1 Lingcod, 8 Whitefish, 48 Rockfish",2021-10-09
3,"Mustang  Fisherman's Landing  San Diego, CA",30 AnglersOvernight,"47 Yellowtail, 7 Skipjack Tuna, 1 Yellowfin Tuna",2021-10-09
0,"Alicia  H&M Landing  San Diego, CA",7 Anglers1/2 Day Twilight,"11 Lobster, 23 Lobster Released",2021-10-09
1,"Alicia  H&M Landing  San Diego, CA",16 AnglersFull Day,10 Yellowtail,2021-10-09
2,"Grande  H&M Landing  San Diego, CA",36 AnglersFull Day,"14 Bonito, 100 Rockfish, 30 Red Rockfish",2021-10-09
3,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"8 Lobster, 14 Lobster Released",2021-10-09
4,"Malihini  H&M Landing  San Diego, CA",32 AnglersFull Day,"60 Yellowtail, 2 Skipjack Tuna",2021-10-09
5,"Old Glory  H&M Landing  San Diego, CA",36 AnglersOvernight,"30 Yellowtail, 8 Dorado",2021-10-09
6,"Premier  H&M Landing  San Diego, CA",47 Anglers1/2 Day AM,"1 Sand Bass, 10 Sculpin, 1 Sheephead, 91 Rockfish",2021-10-09
7,"Premier  H&M Landing  San Diego, CA",38 Anglers1/2 Day PM,"5 Sculpin, 4 Sheephead, 68 Rockfish",2021-10-09
8,"Producer  H&M Landing  San Diego, CA",25 AnglersOvernight,"36 Yellowtail, 2 Dorado",2021-10-09
9,"Relentless  H&M Landing  San Diego, CA",21 AnglersOvernight,,2021-10-09
10,"Vendetta II  H&M Landing  San Diego, CA",12 AnglersFull Day,"13 Bluefin Tuna, 10 Yellowtail",2021-10-09
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",19 Anglers3/4 DayLocal,"1 Sand Bass, 9 Sheephead, 41 Whitefish, 190 Rockfish",2021-10-09
1,"Pronto  Oceanside Sea Center  Oceanside, CA",7 Anglers1/2 Day AMLocal,"6 Whitefish, 70 Rockfish",2021-10-09
2,"Southern Cal  Oceanside Sea Center  Oceanside, CA",6 Anglers1/2 Day AMLocal,"4 Sculpin, 25 Rockfish",2021-10-09
3,"Southern Cal  Oceanside Sea Center  Oceanside, CA",7 Anglers1/2 Day PMLocal,"6 Sculpin, 40 Rockfish",2021-10-09
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",22 Anglers1/2 Day AM,"2 Barred Sand Bass, 4 Sculpin, 3 Sheephead, 7 Calico Bass, 3 Whitefish, 25 Rockfish",2021-10-09
1,"Daily Double  Point Loma Sportfishing  San Diego, CA",9 Anglers1/2 Day PM,"9 Barred Sand Bass, 35 Sculpin, 1 Sheephead, 3 Calico Bass, 9 Rockfish",2021-10-09
2,"New Lo-An  Point Loma Sportfishing  San Diego, CA",25 AnglersOvernight,"34 Yellowtail, 31 Dorado, 4 Yellowfin Tuna",2021-10-09
3,"Pacific Islander  Point Loma Sportfishing  San Diego, CA",19 Anglers1.5 Day,46 Yellowtail,2021-10-09
4,"Point Loma  Point Loma Sportfishing  San Diego, CA",18 AnglersFull Day,14 Yellowtail,2021-10-09
0,"Aztec  Seaforth Sportfishing  San Diego, CA",18 Anglers2.5 Day,"46 Bluefin Tuna, 5 Yellowtail, 1 Yellowfin Tuna",2021-10-09
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",40 Anglers1/2 Day AM,"11 Sculpin, 9 Sheephead, 17 Calico Bass, 8 Whitefish, 57 Rockfish, 3 Vermilion Rockfish",2021-10-09
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",31 Anglers1/2 Day PM,"15 Sculpin, 1 Sheephead, 15 Calico Bass, 40 Whitefish, 35 Rockfish, 12 Vermilion Rockfish, 40 Calico Bass Released",2021-10-09
3,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,"71 Yellowtail, 14 Dorado",2021-10-09
4,"Sea Watch  Seaforth Sportfishing  San Diego, CA",26 AnglersFull Day,"22 Yellowtail, 18 Dorado, 1 Skipjack Tuna",2021-10-09
5,"Voyager  Seaforth Sportfishing  San Diego, CA",12 AnglersOvernight,"3 Bluefin Tuna, 50 Yellowtail, 24 Dorado",2021-10-09
0,"Dolphin  Fisherman's Landing  San Diego, CA",19 Anglers1/2 Day AM,"2 Sand Bass, 8 Sculpin, 1 Lingcod, 40 Rockfish, 12 Vermilion Rockfish",2021-10-10
1,"Dolphin  Fisherman's Landing  San Diego, CA",18 Anglers1/2 Day PM,"8 Sculpin, 19 Sheephead, 2 Calico Bass, 39 Rockfish",2021-10-10
2,"Liberty  Fisherman's Landing  San Diego, CA",20 Anglers2 Day,"1 Bluefin Tuna, 25 Yellowtail, 20 Bonito, 1 Skipjack Tuna",2021-10-10
3,"Mustang  Fisherman's Landing  San Diego, CA",29 AnglersOvernight,47 Yellowtail,2021-10-10
4,"Pacific Dawn  Fisherman's Landing  San Diego, CA",22 Anglers2 Day,"2 Dorado, 3 Yellowfin Tuna",2021-10-10
0,"Alicia  H&M Landing  San Diego, CA",3 Anglers1/2 Day Twilight,"11 Lobster, 1 Lobster Released",2021-10-10
1,"Alicia  H&M Landing  San Diego, CA",12 AnglersFull Day,2 Bluefin Tuna,2021-10-10
2,"Constitution  H&M Landing  San Diego, CA",23 Anglers2.5 Day,,2021-10-10
3,"Daiwa Pacific  H&M Landing  San Diego, CA",20 AnglersOvernight,"100 Yellowtail, 1 Yellowfin Tuna",2021-10-10
4,"Grande  H&M Landing  San Diego, CA",25 AnglersFull Day,"1 Yellowtail, 2 Bonito, 147 Rockfish",2021-10-10
5,"Jig Strike  H&M Landing  San Diego, CA",10 AnglersOvernight,"12 Lobster, 3 Lobster Released",2021-10-10
6,"Old Glory  H&M Landing  San Diego, CA",28 AnglersOvernight,"5 Yellowtail, 7 Dorado",2021-10-10
7,"Poseidon  H&M Landing  San Diego, CA",10 Anglers1.5 Day,,2021-10-10
8,"Premier  H&M Landing  San Diego, CA",29 Anglers1/2 Day AM,"6 Sculpin, 64 Rockfish",2021-10-10
9,"Premier  H&M Landing  San Diego, CA",13 Anglers1/2 Day PM,"2 Sand Bass, 6 Sculpin, 6 Sheephead, 1 Calico Bass, 61 Rockfish",2021-10-10
10,"Producer  H&M Landing  San Diego, CA",29 AnglersOvernight,"2 Yellowtail, 6 Dorado, 1 Skipjack Tuna",2021-10-10
11,"Vendetta II  H&M Landing  San Diego, CA",18 AnglersFull Day,15 Bluefin Tuna,2021-10-10
0,"Ironclad  Ironclad Sportfishing  San Diego, CA",4 AnglersFull Day,"3 Yellowtail, 2 Yellowtail Released",2021-10-10
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",14 Anglers3/4 Day,"1 Sand Bass, 21 Sheephead, 16 Calico Bass, 61 Whitefish, 140 Rockfish, 5 Sand Bass Released",2021-10-10
1,"Southern Cal  Oceanside Sea Center  Oceanside, CA",10 Anglers1/2 Day AMLocal,"1 Sculpin, 30 Whitefish, 20 Rockfish",2021-10-10
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",29 Anglers1/2 Day AM,"1 Barred Sand Bass, 3 Sculpin, 1 Sheephead, 1 Lingcod, 8 Whitefish, 30 Rockfish",2021-10-10
1,"Mission Belle  Point Loma Sportfishing  San Diego, CA",27 Anglers3/4 Day,"2 Bluefin Tuna, 6 Yellowtail, 11 Skipjack Tuna, 6 Yellowfin Tuna",2021-10-10
2,"Point Loma  Point Loma Sportfishing  San Diego, CA",18 AnglersFull Day,"1 Bluefin Tuna, 23 Yellowtail",2021-10-10
0,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",4 AnglersFull Day,"4 Yellowtail, 9 Skipjack Tuna, 5 Yellowfin Tuna",2021-10-10
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",42 Anglers1/2 Day AM,"3 Sand Bass, 9 Sheephead, 8 Calico Bass, 16 Whitefish, 30 Rockfish, 10 Vermilion Rockfish",2021-10-10
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day PM,"9 Sculpin, 3 Sheephead, 13 Calico Bass, 12 Whitefish, 41 Rockfish, 15 Vermilion Rockfish",2021-10-10
3,"Pacifica  Seaforth Sportfishing  San Diego, CA",22 AnglersOvernight,"2 Bluefin Tuna, 34 Yellowtail",2021-10-10
4,"Pride  Seaforth Sportfishing  San Diego, CA",17 AnglersOvernight,"2 Bluefin Tuna, 19 Yellowtail, 31 Skipjack Tuna, 11 Yellowfin Tuna",2021-10-10
5,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,"2 Bluefin Tuna, 146 Yellowtail",2021-10-10
6,"Sea Watch  Seaforth Sportfishing  San Diego, CA",26 AnglersFull Day,4 Yellowtail,2021-10-10
7,"Voyager  Seaforth Sportfishing  San Diego, CA",16 AnglersOvernight,"2 Bluefin Tuna, 7 Yellowtail, 10 Dorado, 1 Skipjack Tuna, 1 Yellowfin Tuna",2021-10-10
0,"Condor  Fisherman's Landing  San Diego, CA",22 Anglers3 Day,"26 Yellowtail, 72 Dorado, 28 Skipjack Tuna, 12 Yellowfin Tuna",2021-10-11
1,"Dolphin  Fisherman's Landing  San Diego, CA",24 Anglers3/4 Day,"4 Sand Bass, 4 Sculpin, 5 Sheephead, 86 Rockfish",2021-10-11
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,,2021-10-11
1,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"8 Lobster, 7 Lobster Released",2021-10-11
2,"Legend  H&M Landing  San Diego, CA",30 Anglers3 Day,"82 Yellowtail, 180 Dorado, 1 Yellowfin Tuna",2021-10-11
3,"Old Glory  H&M Landing  San Diego, CA",34 AnglersOvernight,"1 Bluefin Tuna, 10 Yellowtail, 3 Skipjack Tuna",2021-10-11
4,"Premier  H&M Landing  San Diego, CA",26 Anglers1/2 Day AM,"8 Sculpin, 2 Lingcod, 65 Rockfish",2021-10-11
5,"Ranger 85  H&M Landing  San Diego, CA",16 Anglers3.5 Day,"4 Bluefin Tuna, 2 Yellowtail, 49 Dorado, 4 Yellowfin Tuna",2021-10-11
6,"Relentless  H&M Landing  San Diego, CA",11 Anglers1.5 Day,,2021-10-11
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",19 Anglers1/2 Day AM,"1 Barred Sand Bass, 5 Sculpin, 1 Sheephead, 2 Calico Bass, 32 Whitefish, 21 Rockfish",2021-10-11
1,"El Capitan  Point Loma Sportfishing  San Diego, CA",16 Anglers2.5 Day,"20 Yellowtail (up to 30 pounds), 38 Calico Bass",2021-10-11
2,"New Lo-An  Point Loma Sportfishing  San Diego, CA",19 Anglers1.5 Day,"2 Bluefin Tuna (up to 194 pounds), 64 Yellowtail (up to 35 pounds)",2021-10-11
0,"Condor  Fisherman's Landing  San Diego, CA",22 Anglers3 Day,"26 Yellowtail, 72 Dorado, 28 Skipjack Tuna, 12 Yellowfin Tuna",2021-10-12
1,"Dolphin  Fisherman's Landing  San Diego, CA",24 Anglers3/4 Day,"4 Sand Bass, 4 Sculpin, 5 Sheephead, 86 Rockfish",2021-10-12
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,,2021-10-12
1,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"8 Lobster, 7 Lobster Released",2021-10-12
2,"Legend  H&M Landing  San Diego, CA",30 Anglers3 Day,"82 Yellowtail, 180 Dorado, 1 Yellowfin Tuna",2021-10-12
3,"Old Glory  H&M Landing  San Diego, CA",34 AnglersOvernight,"1 Bluefin Tuna, 10 Yellowtail, 3 Skipjack Tuna",2021-10-12
4,"Premier  H&M Landing  San Diego, CA",26 Anglers1/2 Day AM,"8 Sculpin, 2 Lingcod, 65 Rockfish",2021-10-12
5,"Ranger 85  H&M Landing  San Diego, CA",16 Anglers3.5 Day,"4 Bluefin Tuna, 2 Yellowtail, 49 Dorado, 4 Yellowfin Tuna",2021-10-12
6,"Relentless  H&M Landing  San Diego, CA",11 Anglers1.5 Day,,2021-10-12
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",19 Anglers1/2 Day AM,"1 Barred Sand Bass, 5 Sculpin, 1 Sheephead, 2 Calico Bass, 32 Whitefish, 21 Rockfish",2021-10-12
1,"El Capitan  Point Loma Sportfishing  San Diego, CA",16 Anglers2.5 Day,"20 Yellowtail (up to 30 pounds), 38 Calico Bass",2021-10-12
2,"New Lo-An  Point Loma Sportfishing  San Diego, CA",19 Anglers1.5 Day,"2 Bluefin Tuna (up to 194 pounds), 64 Yellowtail (up to 35 pounds)",2021-10-12
0,"Liberty  Fisherman's Landing  San Diego, CA",16 AnglersFull Day,"45 Yellowtail, 3 Yellowfin Tuna",2021-10-13
0,"Alicia  H&M Landing  San Diego, CA",4 Anglers1/2 Day Twilight,"9 Lobster, 17 Lobster Released",2021-10-13
1,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day AM,"2 Lingcod, 10 Rockfish",2021-10-13
2,"Jig Strike  H&M Landing  San Diego, CA",9 Anglers1/2 Day Twilight,"5 Lobster, 8 Rock Crab, 21 Lobster Released",2021-10-13
3,"Premier  H&M Landing  San Diego, CA",8 Anglers1/2 Day AM,"5 Sand Bass, 1 Sculpin, 45 Rockfish",2021-10-13
4,"Premier  H&M Landing  San Diego, CA",25 Anglers1/2 Day PM,"6 Sculpin, 4 Sheephead, 1 Calico Bass, 86 Rockfish",2021-10-13
0,"Southern Cal  Oceanside Sea Center  Oceanside, CA",18 Anglers1/2 Day AM,"2 Sculpin, 30 Whitefish, 60 Rockfish",2021-10-13
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",14 Anglers1/2 Day AM,"7 Sand Bass, 3 Sheephead, 116 Whitefish, 17 Rockfish, 5 Vermilion Rockfish",2021-10-13
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",30 Anglers1/2 Day PM,"2 Sculpin, 4 Sheephead, 2 Calico Bass, 120 Whitefish, 48 Rockfish",2021-10-13
2,"Pride  Seaforth Sportfishing  San Diego, CA",9 AnglersOvernight,"45 Yellowtail, 1 Skipjack Tuna",2021-10-13
3,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,"22 Yellowtail, 1 Skipjack Tuna, 1 Yellowfin Tuna",2021-10-13
0,"Dolphin  Fisherman's Landing  San Diego, CA",10 Anglers3/4 Day,"5 Sand Bass, 4 Sculpin, 13 Sheephead, 29 Calico Bass, 45 Rockfish, 50 Calico Bass Released",2021-10-14
0,"Alicia  H&M Landing  San Diego, CA",4 Anglers1/2 Day Twilight,"8 Lobster, 15 Lobster Released",2021-10-14
1,"Alicia  H&M Landing  San Diego, CA",11 AnglersFull Day,"2 Bluefin Tuna, 18 Yellowfin Tuna",2021-10-14
2,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"1 Lobster, 3 Lobster Released",2021-10-14
3,"Ocean Odyssey  H&M Landing  San Diego, CA",16 Anglers1.5 Day,"15 Yellowtail, 5 Yellowfin Tuna",2021-10-14
4,"Premier  H&M Landing  San Diego, CA",25 Anglers1/2 Day AM,"7 Sculpin, 2 Sheephead, 53 Rockfish",2021-10-14
5,"Premier  H&M Landing  San Diego, CA",12 Anglers1/2 Day PM,"10 Sheephead, 2 Calico Bass, 1 Lingcod, 30 Rockfish",2021-10-14
6,"Producer  H&M Landing  San Diego, CA",19 AnglersOvernight,"2 Bluefin Tuna, 37 Yellowtail, 1 Bonito",2021-10-14
7,"Relentless  H&M Landing  San Diego, CA",9 Anglers1.5 Day,,2021-10-14
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",11 Anglers1/2 Day AM,"1 Sheephead, 42 Whitefish, 15 Rockfish",2021-10-14
0,"Aztec  Seaforth Sportfishing  San Diego, CA",11 Anglers2 Day,"2 Bluefin Tuna, 15 Sheephead, 45 Yellowtail, 100 Rockfish",2021-10-14
1,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",4 AnglersFull Day,"1 Bluefin Tuna, 3 Skipjack Tuna",2021-10-14
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",26 Anglers1/2 Day AM,"5 Sculpin, 2 Sheephead, 95 Whitefish, 64 Rockfish, 20 Vermilion Rockfish",2021-10-14
3,"New Seaforth  Seaforth Sportfishing  San Diego, CA",20 Anglers1/2 Day PM,"1 Sculpin, 2 Sheephead, 1 Calico Bass, 35 Whitefish, 42 Rockfish",2021-10-14
4,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,"23 Bluefin Tuna, 30 Yellowtail",2021-10-14
5,"Sea Watch  Seaforth Sportfishing  San Diego, CA",18 Anglers3/4 Day,"7 Sand Bass, 42 Sculpin, 6 Sheephead, 105 Whitefish, 63 Rockfish",2021-10-14
6,"Voyager  Seaforth Sportfishing  San Diego, CA",13 Anglers1.5 Day,"1 Bluefin Tuna, 17 Yellowtail, 2 Skipjack Tuna, 2 Yellowfin Tuna",2021-10-14
0,"Condor  Fisherman's Landing  San Diego, CA",16 Anglers1.5 Day,"6 Bluefin Tuna, 1 Skipjack Tuna",2021-10-15
1,"Dolphin  Fisherman's Landing  San Diego, CA",26 Anglers3/4 Day,"7 Sand Bass, 9 Sculpin, 20 Sheephead, 18 Calico Bass, 91 Rockfish, 30 Calico Bass Released",2021-10-15
0,"Alicia  H&M Landing  San Diego, CA",8 AnglersFull Day,"1 Sand Bass, 18 Bonito, 60 Rockfish",2021-10-15
1,"Grande  H&M Landing  San Diego, CA",19 AnglersFull Day,"52 Bonito, 85 Rockfish, 45 Red Rockfish",2021-10-15
2,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"7 Lobster, 17 Lobster Released",2021-10-15
3,"Legend  H&M Landing  San Diego, CA",29 Anglers1.5 Day,"6 Bluefin Tuna, 2 Yellowtail",2021-10-15
4,"Old Glory  H&M Landing  San Diego, CA",29 Anglers2 Day,5 Bluefin Tuna,2021-10-15
5,"Premier  H&M Landing  San Diego, CA",12 Anglers1/2 Day AM,"5 Sculpin, 1 Sheephead, 2 Lingcod, 73 Rockfish",2021-10-15
6,"Premier  H&M Landing  San Diego, CA",22 Anglers1/2 Day PM,"3 Sculpin, 13 Sheephead, 50 Rockfish",2021-10-15
7,"Producer  H&M Landing  San Diego, CA",29 AnglersOvernight,5 Bluefin Tuna,2021-10-15
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",22 Anglers3/4 DayLocal,"8 Sheephead, 1 Calico Bass, 101 Whitefish, 220 Rockfish",2021-10-15
1,"Southern Cal  Oceanside Sea Center  Oceanside, CA",17 Anglers1/2 Day AM,"2 Sculpin, 24 Whitefish, 145 Rockfish",2021-10-15
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",14 Anglers1/2 Day AM,"5 Barred Sand Bass, 17 Sculpin, 1 Sheephead, 13 Whitefish, 37 Rockfish",2021-10-15
1,"El Capitan  Point Loma Sportfishing  San Diego, CA",14 AnglersOvernight,"6 Bluefin Tuna, 14 Yellowtail",2021-10-15
2,"Mission Belle  Point Loma Sportfishing  San Diego, CA",16 AnglersFull Day,"9 Bluefin Tuna, 31 Yellowtail",2021-10-15
0,"Aztec  Seaforth Sportfishing  San Diego, CA",20 AnglersOvernight,"27 Bluefin Tuna, 34 Yellowtail",2021-10-15
1,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",6 AnglersFull Day,,2021-10-15
2,"Endeavor (Ventura)  Seaforth Sportfishing  San Diego, CA",13 Anglers2 Day,,2021-10-15
3,"New Seaforth  Seaforth Sportfishing  San Diego, CA",28 Anglers1/2 Day AM,"1 Sculpin, 3 Sheephead, 1 Calico Bass, 9 Whitefish, 55 Rockfish, 15 Vermilion Rockfish",2021-10-15
4,"New Seaforth  Seaforth Sportfishing  San Diego, CA",33 Anglers1/2 Day PM,"2 Sheephead, 30 Whitefish, 40 Rockfish",2021-10-15
5,"Pacific Voyager  Seaforth Sportfishing  San Diego, CA",19 Anglers2 Day,"8 Bluefin Tuna, 30 Yellowtail, 15 Skipjack Tuna",2021-10-15
6,"Pacifica  Seaforth Sportfishing  San Diego, CA",16 Anglers2.5 Day,42 Yellowtail,2021-10-15
7,"Pride  Seaforth Sportfishing  San Diego, CA",10 Anglers1.5 Day,"5 Bluefin Tuna, 51 Yellowtail, 2 Skipjack Tuna",2021-10-15
8,"San Diego  Seaforth Sportfishing  San Diego, CA",24 AnglersFull Day,"4 Bluefin Tuna, 5 Yellowtail",2021-10-15
9,"Sea Watch  Seaforth Sportfishing  San Diego, CA",16 AnglersFull Day,,2021-10-15
10,"Tribute  Seaforth Sportfishing  San Diego, CA",31 AnglersOvernight,47 Yellowtail,2021-10-15
11,"Voyager  Seaforth Sportfishing  San Diego, CA",16 AnglersOvernight,1 Yellowtail,2021-10-15
0,"Dolphin  Fisherman's Landing  San Diego, CA",50 Anglers1/2 Day AM,"6 Sculpin, 15 Calico Bass, 43 Rockfish",2021-10-16
1,"Dolphin  Fisherman's Landing  San Diego, CA",44 Anglers1/2 Day PM,"4 Sand Bass, 6 Sculpin, 7 Sheephead, 6 Calico Bass, 36 Rockfish",2021-10-16
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,,2021-10-16
1,"Daiwa Pacific  H&M Landing  San Diego, CA",13 Anglers1.5 Day,"36 Yellowtail, 41 Skipjack Tuna, 20 Yellowfin Tuna",2021-10-16
2,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,,2021-10-16
3,"Malihini  H&M Landing  San Diego, CA",19 AnglersFull Day,,2021-10-16
